artist,style,genre,movement,tags,url,img,file_name
Julian Ashton,Realism,portrait,Realism,['Gentleman'],https://www.wikiart.org/en/julian-ashton/the-hon-henry-gullett-mlc-1905,https://uploads6.wikiart.org/images/julian-ashton/the-hon-henry-gullett-mlc-1905.jpg!Large.jpg,72232-the-hon-henry-gullett-mlc-1905.jpg
Alexej von Jawlensky,Fauvism,portrait,Expressionism,"['Dancer', 'male-portraits']",https://www.wikiart.org/en/alexej-von-jawlensky/portrait-of-alexander-sakharoff-1909,https://uploads1.wikiart.org/images/alexej-von-jawlensky/portrait-of-alexander-sakharoff-1909.jpg!Large.jpg,128235-portrait-of-alexander-sakharoff-1909.jpg
Mikhail Nesterov,Realism,portrait,Symbolism,"['female-portraits', 'Lady']",https://www.wikiart.org/en/mikhail-nesterov/portrait-of-elizaveta-tal-1936,https://uploads0.wikiart.org/images/mikhail-nesterov/portrait-of-elizaveta-tal-1936.jpg!Large.jpg,82736-portrait-of-elizaveta-tal-1936.jpg
Frans Hals,Baroque,portrait,Baroque,"['male-portraits', 'famous-people', 'Gentleman', 'Elder']",https://www.wikiart.org/en/frans-hals/lucas-de-clercq,https://uploads6.wikiart.org/images/frans-hals/lucas-de-clercq.jpg!Large.jpg,12183-lucas-de-clercq.jpg
Orest Kiprensky,Romanticism,portrait,Romanticism,"['Sketch', 'Facialhair', 'Chin', 'Forehead', 'Human']",https://www.wikiart.org/en/orest-kiprensky/portrait-of-alexei-nikolaevich-olenin-1813,https://uploads2.wikiart.org/images/orest-kiprensky/portrait-of-alexei-nikolaevich-olenin-1813.jpg!Large.jpg,37502-portrait-of-alexei-nikolaevich-olenin-1813.jpg
Ivan Mrkviсka,Impressionism,portrait,Realism,"['Lady', 'Headpiece', 'Monarch', 'Crown']",https://www.wikiart.org/en/ivan-mrkvicka/portrait-of-princess-evdokia-1912,https://uploads2.wikiart.org/00242/images/ivan-mrkvicka/img-6121.jpg!Large.jpg,73539-img-6121.jpg
Boris Kustodiev,Realism,portrait,Realism,"['female-portraits', 'friars-and-monks', 'Clothing', 'Outerwear', 'Mantle', 'Abbess', 'Cloak']",https://www.wikiart.org/en/boris-kustodiev/abbess-1908,https://uploads7.wikiart.org/images/boris-kustodiev/abbess-1908.jpg!Large.jpg,76268-abbess-1908.jpg
Ferdinand Bol,Baroque,portrait,Baroque,,https://www.wikiart.org/en/ferdinand-bol/man-in-golden-helmet-mars-1657,https://uploads4.wikiart.org/00185/images/ferdinand-bol/bol-man-in-golden-helmet.jpg!Large.jpg,16725-bol-man-in-golden-helmet.jpg
Patrick Procktor,Pop Art,portrait,Pop Art,['Sitting'],https://www.wikiart.org/en/patrick-procktor/dominic-prima-1981,https://uploads5.wikiart.org/images/patrick-procktor/dominic-prima-1981.jpg,227659-dominic-prima-1981.jpg
Hélène de Beauvoir,Cubism,self-portrait,Modernism,,https://www.wikiart.org/en/helene-de-beauvoir/self-portrait-1955,https://uploads7.wikiart.org/00314/images/helene-de-beauvoir/self-portrait-1955-1.jpg!Large.jpg,174126-self-portrait-1955-1.jpg
Giovanni Battista Gaulli,Baroque,portrait,Baroque,['Chin'],https://www.wikiart.org/en/giovanni-battista-gaulli/pope-clement-ix-1669,https://uploads3.wikiart.org/00312/images/giovanni-battista-gaulli/clemens-ix.jpg!Large.jpg,18192-clemens-ix.jpg
Thomas Lawrence,Romanticism,portrait,Rococo,"['Standing', 'Gentleman']",https://www.wikiart.org/en/thomas-lawrence/the-3rd-marquess-of-hertford-1823,https://uploads2.wikiart.org/images/thomas-lawrence/the-3rd-marquess-of-hertford-1823.jpg!Large.jpg,28179-the-3rd-marquess-of-hertford-1823.jpg
Vasily Vereshchagin,Orientalism,portrait,Orientalism,"['male-portraits', 'priests-and-sacraments', 'Turban', 'guru', 'Elder', 'Headgear']",https://www.wikiart.org/en/vasily-vereshchagin/parsi-priest-fire-worshiper-bombay-1876,https://uploads3.wikiart.org/images/vasily-vereshchagin/parsi-priest-fire-worshiper-bombay-1876.jpg!Large.jpg,54933-parsi-priest-fire-worshiper-bombay-1876.jpg
Benny Andrews,Expressionism,"figurative,portrait",Expressionism,,https://www.wikiart.org/en/benny-andrews/a-soul,https://uploads3.wikiart.org/00168/images/benny-andrews/andrews-a-soul-image-only.jpg!Large.jpg,138606-andrews-a-soul-image-only.jpg
Mary Cassatt,Impressionism,portrait,Impressionism,"['childrenportraits', 'Face', 'Head', 'Cheek']",https://www.wikiart.org/en/mary-cassatt/girl-s-head-green-background,https://uploads3.wikiart.org/images/mary-cassatt/girl-s-head-green-background.jpg!Large.jpg,96665-girl-s-head-green-background.jpg
Lucas Cranach the Elder,Northern Renaissance,portrait,Northern Renaissance,"['male-portraits', 'famous-people', 'Martin-Luther']",https://www.wikiart.org/en/lucas-cranach-the-elder/martin-luther-1526,https://uploads4.wikiart.org/images/lucas-cranach-the-elder/martin-luther-1526.jpg!Large.jpg,9336-martin-luther-1526.jpg
Jan Toorop,Symbolism,portrait,Symbolism,,https://www.wikiart.org/en/jan-toorop/prof-otto-lanz-1927,https://uploads7.wikiart.org/00328/images/jan-toorop/otto-lanz.jpg!Large.jpg,82383-otto-lanz.jpg
Thomas Sully,Romanticism,portrait,Romanticism,['Lady'],https://www.wikiart.org/en/thomas-sully/gossip,https://uploads8.wikiart.org/images/thomas-sully/gossip.jpg!Large.jpg,37960-gossip.jpg
Leon Bakst,Art Nouveau (Modern),portrait,Art Nouveau,"['male-portraits', 'famous-people', 'Alexandre-Benois', 'Sitting', 'Human']",https://www.wikiart.org/en/leon-bakst/portrait-of-alexandre-benois-1898-1,https://uploads5.wikiart.org/images/leon-bakst/portrait-of-alexander-benua-1898.jpg!Large.jpg,145060-portrait-of-alexander-benua-1898.jpg
Steve Kaufman,Pop Art,"portrait,figurative",Pop Art,"['Forehead', 'Human']",https://www.wikiart.org/en/steve-kaufman/einstein-2004,https://uploads4.wikiart.org/00314/images/steve-kaufman/einstein-2004.jpg!Large.jpg,228651-einstein-2004.jpg
Aleksey Antropov,Baroque,portrait,Baroque,"['female-portraits', 'Lady', 'Monarch']",https://www.wikiart.org/en/aleksey-antropov/portrait-of-countess-m-a-rumyantzeva,https://uploads6.wikiart.org/images/aleksey-antropov/portrait-of-countess-m-a-rumyantzeva.jpg!Large.jpg,19333-portrait-of-countess-m-a-rumyantzeva.jpg
George Romney,Rococo,portrait,Rococo,,https://www.wikiart.org/en/george-romney/the-beaumont-family-1779,https://uploads0.wikiart.org/images/george-romney/the-beaumont-family-1779.jpg!Large.jpg,26899-the-beaumont-family-1779.jpg
Briton Riviere,Academicism,portrait,Academic Art,"['Lady', 'Horse']",https://www.wikiart.org/en/briton-riviere/lady-roundway-of-devizes-wiltshire-1915,https://uploads1.wikiart.org/images/briton-riviere/lady-roundway-of-devizes-wiltshire-1915(1).jpg!Large.jpg,58623-lady-roundway-of-devizes-wiltshire-1915(1).jpg
Paul Guiragossian,Expressionism,portrait,Expressionism,,https://www.wikiart.org/en/paul-guiragossian/the-musician,https://uploads0.wikiart.org/images/paul-guiragossian/the-musician.jpg,138051-the-musician.jpg
Jusepe de Ribera,Tenebrism,portrait,Baroque,"['male-portraits', 'Head', 'Human']",https://www.wikiart.org/en/jusepe-de-ribera/head-of-an-old-man,https://uploads6.wikiart.org/images/jusepe-de-ribera/head-of-an-old-man.jpg!Large.jpg,12864-head-of-an-old-man.jpg
Serge Sudeikin,Expressionism,portrait,Symbolism,"['female-portraits', 'Lady', 'Face', 'Beauty', 'Headgear']",https://www.wikiart.org/en/serge-sudeikin/vera-stravinsky,https://uploads1.wikiart.org/images/serge-sudeikin/vera-stravinsky.jpg!Large.jpg,88241-vera-stravinsky.jpg
Paul Cezanne,Post-Impressionism,portrait,Post-Impressionism,['Gentleman'],https://www.wikiart.org/en/paul-cezanne/henry-gasquet-1897,https://uploads2.wikiart.org/images/paul-cezanne/henry-gasquet-1897.jpg!Large.jpg,113052-henry-gasquet-1897.jpg
Francisco Goya,Romanticism,portrait,Romanticism,['double-portraits'],https://www.wikiart.org/en/francisco-goya/the-prisoners-in-chains,https://uploads0.wikiart.org/images/francisco-goya/the-prisoners-in-chains.jpg!Large.jpg,35280-the-prisoners-in-chains.jpg
Frida Kahlo,Naïve Art (Primitivism),self-portrait,Magic Realism,"['famous-people', 'Frida-Kahlo', 'female-portraits', 'Clothing', 'Lady', 'Dress', 'Vintageclothing', 'fashion', 'Formalwear']",https://www.wikiart.org/en/frida-kahlo/self-portrait-dedicated-to-leon-trotsky-between-the-curtains-1937-1,https://uploads6.wikiart.org/images/magdalena-carmen-frieda-kahlo-y-calderón-de-rivera/self-portrait-dedicated-tomleon-trotsky-between-the-curtains-1937.jpg!Large.jpg,175028-self-portrait-dedicated-tomleon-trotsky-between-the-curtains-1937.jpg
Mary Cassatt,Impressionism,portrait,Impressionism,"['childrenportraits', 'Lady']",https://www.wikiart.org/en/mary-cassatt/portrait-of-margaret-milligan-sloan-no-2-1893,https://uploads2.wikiart.org/images/mary-cassatt/portrait-of-margaret-milligan-sloan-no-2-1893.jpg!Large.jpg,96512-portrait-of-margaret-milligan-sloan-no-2-1893.jpg
Gerolamo Induno,Romanticism,portrait,Romanticism,"['female-portraits', 'Italianpeople', '1850spaintingsfromItaly']",https://www.wikiart.org/en/gerolamo-induno/woman-in-red-shawl-1856,https://uploads1.wikiart.org/00362/images/gerolamo-induno/1998-nye-08165-0232-000-111214.jpg!Large.jpg,45106-1998-nye-08165-0232-000-111214.jpg
Fernando Botero,Naïve Art (Primitivism),portrait,Neo-Figurative Art,"['male-portraits', 'friars-and-monks']",https://www.wikiart.org/en/fernando-botero/walk-in-the-hills,https://uploads4.wikiart.org/images/fernando-botero/walk-in-the-hills.jpg!Large.jpg,220794-walk-in-the-hills.jpg
Edward Burne-Jones,Unknown,portrait,Romanticism,['Lady'],https://www.wikiart.org/en/edward-burne-jones/fair-rosamund-and-queen-eleanor-1862,https://uploads0.wikiart.org/00158/images/edward-burne-jones/n03822-10.jpg!Large.jpg,47565-n03822-10.jpg
Giovanni Boldini,Realism,portrait,Realism,"['animals', 'famous-people', 'female-portraits', 'dogs', 'Lady']",https://www.wikiart.org/en/giovanni-boldini/portrait-of-a-lady-lina-bilitis-with-two-pekinese-1913,https://uploads6.wikiart.org/images/giovanni-boldini/portrait-of-a-lady-lina-bilitis-with-two-pekinese-1913.jpg!Large.jpg,69472-portrait-of-a-lady-lina-bilitis-with-two-pekinese-1913.jpg
Ivan Albright,Magic Realism,self-portrait,Magic Realism,"['Face', 'Head', 'Chin', 'Human', 'Forehead', 'Eye']",https://www.wikiart.org/en/ivan-albright/self-portrait-1982-3,https://uploads6.wikiart.org/images/ivan-albright/self-portrait-1982(3).jpg!Large.jpg,174718-self-portrait-1982(3).jpg
Ivan Albright,Magic Realism,portrait,Magic Realism,['Lady'],https://www.wikiart.org/en/ivan-albright/noname-10,https://uploads2.wikiart.org/images/ivan-albright/noname-10.jpg,174682-noname-10.jpg
Gustave Caillebotte,Impressionism,portrait,Impressionism,"['male-portraits', 'Gentleman']",https://www.wikiart.org/en/gustave-caillebotte/portrait-of-jules-dubois,https://uploads6.wikiart.org/images/gustave-caillebotte/portrait-of-jules-dubois.jpg!Large.jpg,97310-portrait-of-jules-dubois.jpg
Jean-Baptiste Carpeaux,Romanticism,self-portrait,Romanticism,"['Chin', 'Head', 'Human', 'Jaw', 'Facialhair', 'Sketch']",https://www.wikiart.org/en/jean-baptiste-carpeaux/self-portrait,https://uploads0.wikiart.org/00226/images/jean-baptiste-carpeaux/self-portrait-met-dp839587.jpg!Large.jpg,45562-self-portrait-met-dp839587.jpg
Leon Underwood,Expressionism,portrait,Surrealism,['Carving'],https://www.wikiart.org/en/leon-underwood/the-ember-italian-immigrant-1926,https://uploads0.wikiart.org/images/leon-underwood/the-ember-italian-immigrant-1926.jpg!Large.jpg,181475-the-ember-italian-immigrant-1926.jpg
Sassoferrato,Baroque,portrait,Baroque,"['Gentleman', 'Outerwear']",https://www.wikiart.org/en/giovanni-battista-salvi-da-sassoferrato/portrait-of-monsignor-ottaviano-prati,https://uploads5.wikiart.org/00260/images/giovanni-battista-salvi-da-sassoferrato/sassoferrato-ottaviano-prati.jpg!Large.jpg,16105-sassoferrato-ottaviano-prati.jpg
Theo van Rysselberghe,Neo-Impressionism,portrait,Neo-Impressionism,"['female-portraits', 'Gentleman']",https://www.wikiart.org/en/theo-van-rysselberghe/portrait-of-madame-charles-maus-1890,https://uploads2.wikiart.org/images/theo-van-rysselberghe/portrait-of-madame-charles-maus-1890.jpg!Large.jpg,111850-portrait-of-madame-charles-maus-1890.jpg
Tsuguharu Foujita,Magic Realism,portrait,Expressionism,"['Face', 'Head', 'Lady']",https://www.wikiart.org/en/tsuguharu-foujita/untitled-from-les-enfants-1929,https://uploads0.wikiart.org/images/tsuguharu-foujita/untitled-from-les-enfants-1929.jpg,132792-untitled-from-les-enfants-1929.jpg
John William Godward,Neoclassicism,portrait,Neoclassicism,"['flowers-and-plants', 'female-portraits', 'Lady', 'Flower', 'Plant']",https://www.wikiart.org/en/john-william-godward/a-tryst-1912,https://uploads4.wikiart.org/images/john-william-godward/a-tryst-1912.jpg!Large.jpg,34250-a-tryst-1912.jpg
Jean Auguste Dominique Ingres,Unknown,portrait,Neoclassicism,,https://www.wikiart.org/en/jean-auguste-dominique-ingres/henry-iv-recieving-the-ambassador-of-spain-1817,https://uploads2.wikiart.org/00381/images/jean-auguste-dominique-ingres/1280px-henriivenfantsfxd.jpg!Large.jpg,32356-1280px-henriivenfantsfxd.jpg
Zani Corrado,Expressionism,portrait,Existential Art,,https://www.wikiart.org/en/corrado-zani/portrait-of-winston-churchill,https://uploads5.wikiart.org/00173/images/corrado-zani/churchill.jpg!Large.jpg,198484-churchill.jpg
Thomas Sully,Romanticism,portrait,Romanticism,['Lady'],https://www.wikiart.org/en/thomas-sully/little-red-riding-hood-1864,https://uploads2.wikiart.org/images/thomas-sully/little-red-riding-hood-1864.jpg!Large.jpg,37949-little-red-riding-hood-1864.jpg
Lemuel Francis Abbott,Rococo,portrait,Rococo,,https://www.wikiart.org/en/lemuel-francis-abbott/portrait-of-henry-callender-standing-full-length-in-a-landscape-in-the-attire-of-captain-general-of,https://uploads4.wikiart.org/00266/images/lemuel-francis-abbott/lemuel-francis-abbott-portrait-of-henry-callender-standing-full-length-in-a-landscape-in-the-attire.jpg!Large.jpg,27924-lemuel-francis-abbott-portrait-of-henry-callender-standing-full-length-in-a-landscape-in-the-attire.jpg
Gerrit Dou,Baroque,self-portrait,Baroque,"['arts-and-crafts', 'male-portraits', 'studios-and-workshops']",https://www.wikiart.org/en/gerrit-dou/the-painter-in-his-workshop-1647,https://uploads5.wikiart.org/images/gerrit-dou/the-painter-in-his-workshop-1647.jpg!Large.jpg,16435-the-painter-in-his-workshop-1647.jpg
Valentin Serov,Realism,portrait,Realism,"['male-portraits', 'famous-people', 'Chin', 'Gentleman']",https://www.wikiart.org/en/valentin-serov/portrait-of-italian-singer-francesco-tamano-1893,https://uploads7.wikiart.org/images/valentin-serov/portrait-of-italian-singer-francesco-tamano-1893.jpg!Large.jpg,75150-portrait-of-italian-singer-francesco-tamano-1893.jpg
Carle Vernet,Neoclassicism,portrait,Neoclassicism,"['Bridle', 'Horse', 'Rein', 'Horsetack', 'NapoleonBonaparte']",https://www.wikiart.org/en/carle-vernet/an-equestrian-portrait-of-napoleon-with-a-battle-beyond,https://uploads7.wikiart.org/00289/images/carle-vernet/an-equestrian-portrait-of-napoleon-with-a-battle-beyond.jpg!Large.jpg,31716-an-equestrian-portrait-of-napoleon-with-a-battle-beyond.jpg
Pompeo Batoni,Neoclassicism,portrait,Rococo,['male-portraits'],https://www.wikiart.org/en/pompeo-batoni/portrait-of-john-scott-of-banks-fee-1774,https://uploads7.wikiart.org/00309/images/pompeo-batoni/portrait-de-john-scott-pompeo-batoni.png,25759-portrait-de-john-scott-pompeo-batoni.png
George Demetrescu Mirea,Academicism,self-portrait,Academic Art,"['Chin', 'Gentleman']",https://www.wikiart.org/en/george-demetrescu-mirea/self-portrait,https://uploads7.wikiart.org/images/george-demetrescu-mirea/self-portrait.jpg,59584-self-portrait.jpg
Antoniazzo Romano,Early Renaissance,portrait,Early Renaissance,"['Chin', 'Neck', 'Cheek', 'Forehead']",https://www.wikiart.org/en/antoniazzo-romano/cardinal-philippe-de-levis,https://uploads2.wikiart.org/00292/images/antoniazzo-romano/antoniazzo-romano-retrato-de-perfil-de-philippe-de-l-vis-1475-col-par-1.jpg!Large.jpg,3958-antoniazzo-romano-retrato-de-perfil-de-philippe-de-l-vis-1475-col-par-1.jpg
Konstantin Makovsky,Romanticism,portrait,Romanticism,"['childrenportraits', 'Lady', 'Sitting']",https://www.wikiart.org/en/konstantin-makovsky/portrait-of-grand-princess-maria-nikolayevna,https://uploads8.wikiart.org/images/konstantin-makovsky/portrait-of-grand-princess-maria-nikolayevna.jpg!Large.jpg,49479-portrait-of-grand-princess-maria-nikolayevna.jpg
Abdul Mati Klarwein,Magic Realism,"symbolic painting,portrait",Magic Realism,,https://www.wikiart.org/en/abdul-mati-klarwein/godmother-1973,https://uploads2.wikiart.org/00218/images/abdul-mati-klarwein/godmother-1973.jpg!Large.jpg,176523-godmother-1973.jpg
Paul Cezanne,Post-Impressionism,portrait,Post-Impressionism,,https://www.wikiart.org/en/paul-cezanne/peasant-in-a-blue-smock,https://uploads7.wikiart.org/images/paul-cezanne/peasant-in-a-blue-smock.jpg!Large.jpg,113054-peasant-in-a-blue-smock.jpg
Jean Auguste Dominique Ingres,Neoclassicism,portrait,Neoclassicism,"['male-portraits', 'famous-people', 'Franz-Liszt', 'Sketch', 'Figuredrawing']",https://www.wikiart.org/en/jean-auguste-dominique-ingres/franz-liszt,https://uploads3.wikiart.org/images/jean-auguste-dominique-ingres/franz-liszt.jpg!Large.jpg,32499-franz-liszt.jpg
Carle Vernet,Neoclassicism,portrait,Neoclassicism,"['Hair', 'Hairstyle', 'Beauty', 'Headpiece']",https://www.wikiart.org/en/carle-vernet/maria-ivanovna-de-traversay-1819,https://uploads6.wikiart.org/00289/images/carle-vernet/maria-ivanovna-de-traversay.jpg!Large.jpg,31800-maria-ivanovna-de-traversay.jpg
Edgar Degas,Impressionism,portrait,Realism,"['Lady', 'female-portraits']",https://www.wikiart.org/en/edgar-degas/the-savoy-girl-1873,https://uploads2.wikiart.org/images/edgar-degas/the-savoy-girl-1873.jpg!Large.jpg,65874-the-savoy-girl-1873.jpg
Oleksa Novakivskyi,Art Nouveau (Modern),"self-portrait,portrait",Post-Impressionism,,https://www.wikiart.org/en/oleksa-novakivskiy/avtoportret-z-druzhinoyu,https://uploads7.wikiart.org/00292/images/oleksa-novakivskiy/art-lviv-online-oleksa-novakivskij-avtoportret-z-druzhynoi.jpg,120492-art-lviv-online-oleksa-novakivskij-avtoportret-z-druzhynoi.jpg
Ernst Ludwig Kirchner,Expressionism,portrait,Expressionism,['male-portraits'],https://www.wikiart.org/en/ernst-ludwig-kirchner/head-of-dr-bauer,https://uploads0.wikiart.org/images/ernst-ludwig-kirchner/head-of-dr-bauer.jpg!Large.jpg,130527-head-of-dr-bauer.jpg
Edward Robert Hughes,Romanticism,portrait,Romanticism,['Lady'],https://www.wikiart.org/en/edward-robert-hughes/margaret-webster,https://uploads6.wikiart.org/00260/images/edward-robert-hughes/edward-robert-hughes-portrait-of-margaret-webster.jpg,51270-edward-robert-hughes-portrait-of-margaret-webster.jpg
Pablo Picasso,Expressionism,self-portrait,Post-Impressionism,"['arts-and-crafts', 'male-portraits', 'famous-people', 'Pablo-Picasso', 'Lady', 'Cheek']",https://www.wikiart.org/en/pablo-picasso/self-portrait-1906,https://uploads3.wikiart.org/images/pablo-picasso/self-portrait-1906.jpg!Large.jpg,123389-self-portrait-1906.jpg
Leonor Fini,Surrealism,portrait,Surrealism,['Mythology'],https://www.wikiart.org/en/leonor-fini/ideal-life-1950,https://uploads7.wikiart.org/images/leonor-fini/ideal-life-1950.jpg!Large.jpg,186553-ideal-life-1950.jpg
